FID,fstatus,akz,baujahr,fkt_faehig,bemerkung,oart,menge,rechts_w,hoch_w,land,gdb_geomattr_data,shape
wes.66324,2,,,3,,410,0,393529,5765731,100000,,POINT (393528.9173999997 5765730.929)
wes.66325,2,,,3,Teich im Ort,450,0,339619,5765807,100000,,POINT (339619.00600000005 5765807.1218)
wes.66326,3,108010000075,2010,1,"Löschwasserteich, Lage falsch (echt: 150m Nordost)",470,0,387083,5765861,100000,,POINT (387082.53079999983 5765860.8309)
wes.66327,2,,,0,Angabe zur Funktion fehlt,410,0,435640,5765953,100000,,POINT (435639.9462000001 5765953.3642)
wes.66328,2,,,3,Teich an der Dahme,410,0,411107,5766247,100000,,POINT (411106.71559999976 5766247.499500001)
wes.66329,2,,,0,Angabe zur Funktion fehlt,410,0,434312,5766430,100000,,POINT (434312.4573999997 5766429.6819)
wes.66330,2,,,0,Angabe zur Funktion fehlt,450,0,421098,5768548,100000,,POINT (421097.58889999986 5768547.8957)
wes.66331,2,,,0,Angabe zur Funktion fehlt,410,0,431736,5768887,100000,,POINT (431736.1923000002 5768887.115900001)
wes.66332,3,108008000152,2008,3,Flachspiegelbrunnen,440,0,333336,5768919,100000,,POINT (333336.2368999999 5768918.581700001)
wes.66333,2,,,0,Angabe zur Funktion fehlt,410,0,430405,5769133,100000,,POINT (430404.7309999997 5769132.533600001)
wes.66334,2,,,1,Angabe zur Funktion fehlt,420,0,438513,5770227,100000,,POINT (438512.79750000034 5770227.253699999)
wes.66335,3,108412000046,2012,3,Tiefbrunnen mit Pumpe,440,0,342975,5770795,100000,,POINT (342975.11039999966 5770795.1985)
wes.66336,2,,,3,,410,0,460900,5771182,100000,,POINT (460900.2586000003 5771181.632300001)
wes.66337,2,,,3,Offene Wasserfläche Fließ,410,0,430757,5771873,100000,,POINT (430756.7803999996 5771873.2784)
wes.66338,2,,,3,,410,0,467262,5772173,100000,,POINT (467261.9610000001 5772173.260600001)
wes.66339,2,,,3,,420,0,461124,5772359,100000,,POINT (461124.0636999998 5772358.847200001)
wes.66340,3,108413000052,2013,1,,470,1000,342177,5773107,100000,,POINT (342177.0390999997 5773106.7904)
wes.66341,2,,,3,,420,0,460882,5773173,100000,,POINT (460882.35419999994 5773173.4978)
wes.66342,2,,,0,Angabe zur Funktion fehlt,410,0,425359,5773271,100000,,POINT (425359.42700000014 5773270.8784)
wes.66343,2,,,3,offenes Gewässer,410,0,446281,5773303,100000,,POINT (446281.3086000001 5773303.3048)
wes.66344,2,,,3,Offene Wasserfläche Fließ,410,0,432262,5773397,100000,,POINT (432262.1590999998 5773397.1885)
wes.66345,2,,,3,Löschwasserteich,470,250,385341,5773992,100000,,POINT (385341.1191999996 5773991.5723)
wes.66346,2,,,3,Saugstelle See,410,0,398531,5774307,100000,,POINT (398531.0917999996 5774307.081)
wes.66347,2,,,0,Angabe zur Funktion fehlt,410,0,428119,5774705,100000,,POINT (428118.9254999999 5774705.3221)
wes.66348,3,108008000276,2009,3,Feuerlöschbrunnen,410,0,394735,5774802,100000,,POINT (394735.18840000033 5774801.981799999)
wes.66349,2,,,1,trocken,470,0,321484,5775258,100000,,POINT (321483.83550000004 5775257.8409)
wes.66350,2,,,0,Angabe zur Funktion fehlt,410,0,427574,5775783,100000,,POINT (427573.99629999977 5775783.232000001)
wes.66351,2,,,3,offenes Gewässer,410,0,445341,5775864,100000,,POINT (445340.6233999999 5775863.9618999995)
wes.66352,2,,,0,Angabe zur Funktion fehlt,410,0,429484,5776248,100000,,POINT (429484.37770000007 5776248.0339)
wes.66353,2,,,0,Angabe zur Funktion fehlt,410,0,427262,5776523,100000,,POINT (427261.6338999998 5776523.4363)
wes.66354,2,,,3,Saugstelle Graben,410,0,377855,5776660,100000,,POINT (377855.01570000034 5776659.5209)
wes.66355,2,,,3,Saugstelle See,410,0,398758,5777004,100000,,POINT (398757.7604 5777004.437899999)
wes.66356,2,,,3,Saugstelle Graben,410,0,377251,5777371,100000,,POINT (377251.47470000014 5777371.4024)
wes.66357,3,108008000614,2009,3,Löschwasserbrunnen,410,0,467902,5777590,100000,,POINT (467901.5641000001 5777589.549799999)
wes.66358,2,,,2,direkte Zufahrt zum Gewässer fehlt,410,0,334976,5780060,100000,,POINT (334975.76219999976 5780059.7502)
wes.66359,2,,,3,Saugstelle ,410,0,376002,5780304,100000,,POINT (376001.5262000002 5780304.307)
wes.66360,2,,,3,,470,80,333932,5780467,100000,,POINT (333932.08970000036 5780466.5463)
wes.66361,2,,,2,direkte Zufahrt zum Gewässer fehlt,410,0,335694,5780471,100000,,POINT (335693.7823999999 5780470.819499999)
wes.66362,2,,,3,"Standrohranschluss, Hydrant (H300)",450,0,396608,5780871,100000,,POINT (396608.3920999998 5780870.880100001)
wes.66363,2,,,3,See mit Saugstelle an Westseite,410,0,398628,5780961,100000,,POINT (398627.69020000007 5780961.046599999)
wes.66364,2,,,3,2 intakte Saugstellenanschlüsse,410,0,399323,5781372,100000,,POINT (399323.09059999976 5781371.9684999995)
wes.66365,2,,,3,"Hydrant, Standrohranschluss",450,0,395846,5781570,100000,,POINT (395846.21690000035 5781570.4904)
wes.66366,2,,,3,"Hydrant, Standrohranschluss",450,0,395867,5781761,100000,,POINT (395866.52020000014 5781760.9462)
wes.66367,2,,,2,direkte Zufahrt zum Gewässer fehlt,410,0,336268,5782019,100000,,POINT (336267.6858999999 5782019.016899999)
wes.66368,2,,,3,Saugstelle Graben,410,0,369009,5782327,100000,,POINT (369009.1138000004 5782326.861099999)
wes.66369,2,,,3,,410,0,358345,5782590,100000,,POINT (358345.4143000003 5782590.256100001)
wes.66370,2,,,3,Zisterne,480,0,459542,5782602,100000,,POINT (459542.3351999996 5782601.818700001)
wes.66371,2,,,3,"Hydrant, Standrohranschluss",450,0,395943,5782774,100000,,POINT (395942.9582000002 5782773.7127)
wes.66372,2,,,3,Teich in Hohenlobbese,470,0,313609,5782894,100000,,POINT (313608.5538999997 5782893.6335)
wes.66373,2,,,3,Flachspiegelbrunnen in Hohenlobbese,450,0,313784,5782906,100000,,POINT (313784.03089999966 5782906.363299999)
wes.66374,2,,,3,Flachspiegelbrunnen,450,0,322741,5783058,100000,,POINT (322741.1618999997 5783057.618100001)
wes.66375,2,,,3,"es handelt sich um den ""Fredersdorfer Bach""",410,0,337618,5783080,100000,,POINT (337618.0136000002 5783080.3971)
wes.66376,2,,,0,Angabe zur Funktion fehlt,410,0,360236,5783098,100000,,POINT (360236.38570000045 5783098.239399999)
wes.66377,2,,,3,Teich in Wutzow,450,0,315752,5783105,100000,,POINT (315751.6766999997 5783104.823000001)
wes.66378,2,,,3,Teich,470,50,319569,5783422,100000,,POINT (319568.6316999998 5783421.654200001)
wes.66379,2,,,3,Saugstelle Graben,410,0,369240,5783427,100000,,POINT (369239.8661000002 5783426.9594)
wes.66380,2,,,3,,410,0,472162,5784037,100000,,POINT (472162.1317999996 5784036.998)
wes.66381,2,,,3,Angabe zur Funktion fehlt,410,0,450209,5784638,100000,,POINT (450209.45249999966 5784637.525)
wes.66382,2,,,2,Angabe zur Funktion fehlt,440,0,454948,5786405,100000,,POINT (454948.3010999998 5786404.9640999995)
wes.66383,2,,,3,Buckaue (Bach),410,0,319203,5786465,100000,,POINT (319203.0641999999 5786464.740700001)
wes.66384,2,,,3,Flachspiegelbrunnen in Dretzen (Sportplatz),440,0,314217,5788069,100000,,POINT (314216.9145999998 5788069.4792)
wes.66385,2,,,3,Flachspiegelbrunnen in Dretzen,440,0,314342,5788530,100000,,POINT (314341.9338999996 5788530.375600001)
wes.66386,2,,,3,Flachspiegelbrunnen Dretzen OT Wittstock,440,0,315561,5788565,100000,,POINT (315561.49909999967 5788564.5934)
wes.66387,2,,,3,Angabe zur Funktion fehlt,440,0,453038,5788691,100000,,POINT (453037.5318 5788690.9965)
wes.66388,2,,,3,,410,0,324562,5788778,100000,,POINT (324562.2000000002 5788778)
wes.66389,2,,,3,,440,0,317596,5789084,100000,,POINT (317595.59700000007 5789084.0965)
wes.66390,2,,,3,Buckaue (Bach),410,0,317233,5789533,100000,,POINT (317232.8841000004 5789533.414899999)
wes.66391,2,,,2,Angabe zur Funktion fehlt,440,0,449306,5789953,100000,,POINT (449306.3798000002 5789952.524700001)
wes.66392,2,,,3,,410,0,339530,5790011,100000,,POINT (339530.44969999976 5790011.1898)
wes.66393,2,,,3,,410,0,330236,5790408,100000,,POINT (330236 5790407.5)
wes.66394,2,,,3,Angabe zur Funktion fehlt,440,0,454518,5790310,100000,,POINT (454517.6551000001 5790310.2157000005)
wes.66395,2,,,3,Angabe zur Funktion fehlt,410,0,451719,5790738,100000,,POINT (451719.36840000004 5790738.162799999)
wes.66396,2,,,3,"Offenes Gewässer,",410,0,316463,5791408,100000,,POINT (316463.17810000014 5791408.4026999995)
wes.66397,2,,,3,Angabe zur Funktion fehlt,410,0,452040,5791508,100000,,POINT (452040.1174999997 5791507.772600001)
wes.66398,2,,,3,"Flachspiegelbrunnen,",440,0,316224,5791768,100000,,POINT (316223.85500000045 5791767.8741)
wes.66399,2,,,3,Angabe zur Funktion fehlt,410,0,454664,5791775,100000,,POINT (454664.46279999986 5791775.2042)
wes.66400,2,,,3,Flachspiegelbrunnen,440,0,319823,5793598,100000,,POINT (319823 5793598)
wes.66401,2,,,2,Angabe zur Funktion fehlt,470,250,359169,5793908,100000,,POINT (359168.9567999998 5793907.542400001)
wes.66402,2,,,3,"Hydrant,",450,0,321616,5794106,100000,,POINT (321616.2544 5794106.3703000005)
wes.66403,2,,,3,,410,0,314702,5794160,100000,,POINT (314701.99990000017 5794159.9999)
wes.66404,2,,,3,Hydrant,450,0,314853,5794599,100000,,POINT (314852.9994999999 5794599.0009)
wes.66405,2,,,3,,470,550,360180,5795233,100000,,POINT (360180.3345999997 5795233.1291000005)
wes.66406,2,,,3,Off. Gewässer-Buck,410,0,317880,5795641,100000,,POINT (317879.99980000034 5795641.0001)
wes.66407,2,,,3,nat. Gewässer-Teich,410,0,319776,5795848,100000,,POINT (319775.99990000017 5795848)
wes.66408,2,,,3,Brunnen ex OBF Kolpin Bauhof,430,0,430079,5795942,100000,,POINT (430078.55370000005 5795942.038799999)
wes.66409,2,,,3,Flachspiegelbrunnen,410,0,317903,5796072,100000,,POINT (317903 5796072)
wes.66410,2,,,3,Entnahme aus dem See,410,0,345776,5797834,100000,,POINT (345775.51410000026 5797833.8796)
wes.66411,2,,,3,,440,0,352795,5797928,100000,,POINT (352794.72470000014 5797927.688999999)
wes.66412,2,,,3,,410,0,458691,5798013,100000,,POINT (458690.5122999996 5798012.533500001)
wes.66413,2,,,3,,410,0,359658,5798025,100000,,POINT (359657.90919999965 5798024.5692)
wes.66414,2,,,3,,410,0,331417,5798292,100000,,POINT (331416.73929999955 5798291.7327)
wes.66415,2,,,3,Flachspiegelbrunnen,440,0,347792,5799139,100000,,POINT (347791.9820999997 5799139.018200001)
wes.66416,2,,,3,Oder-Spreekanal,410,0,418102,5799417,100000,,POINT (418101.8344999999 5799416.663899999)
wes.66417,2,,,3,Oder-Spreekanal,410,0,418178,5799554,100000,,POINT (418178.12519999966 5799553.770500001)
wes.66418,2,,,3,Oder-Spreekanal,410,0,417738,5799613,100000,,POINT (417737.63630000036 5799613.1392)
wes.66419,2,,,3,Entnahme aus dem See,410,0,346278,5800111,100000,,POINT (346277.73450000025 5800111.286)
wes.66420,2,,,3,Oder-Spreekanal,410,0,415648,5800586,100000,,POINT (415648.2890999997 5800585.931600001)
wes.66421,2,,,3,,410,0,359772,5800778,100000,,POINT (359772.1475999998 5800778.388)
wes.66422,2,,,3,Wasserentnahmestelle Oder-Spreekanal,410,0,426860,5800910,100000,,POINT (426859.5789999999 5800910.3649)
wes.66423,2,,,3,Oder-Spreekanal,410,0,414091,5801616,100000,,POINT (414090.86290000007 5801616.2289)
wes.66424,2,,,3,Oberflächengewässer,410,0,328299,5801814,100000,,POINT (328299.08690000046 5801814.3277)
wes.66425,2,,,3,Oberflächengewässer,410,0,330660,5802656,100000,,POINT (330660 5802656.0001)
wes.66426,2,,,3,Oberflächengewässer,410,0,328543,5802678,100000,,POINT (328542.8509999998 5802677.5713)
wes.66427,2,,,2,,410,0,458535,5802737,100000,,POINT (458535.40490000043 5802736.571)
wes.66428,2,,,3,Hydrant,450,0,336350,5804153,100000,,POINT (336350.00009999983 5804153)
wes.66429,2,,,0,Angabe zur Funktion fehlt,420,0,445310,5804328,100000,,POINT (445309.8711000001 5804327.6669)
wes.66430,2,,,3,,440,0,432826,5804398,100000,,POINT (432826.26910000015 5804398.075200001)
wes.66431,2,,,3,,410,0,433512,5805074,100000,,POINT (433512.3108999999 5805074.1261)
wes.66432,2,,,3,Hydrant,450,0,325026,5805111,100000,,POINT (325025.61479999963 5805110.9409)
wes.66433,2,,,3,Oberflächengewässer,410,0,328148,5805189,100000,,POINT (328148.03610000014 5805189.271)
wes.66434,2,,,3,,410,0,426293,5805802,100000,,POINT (426293.34020000044 5805801.7886)
wes.66435,2,,,3,Angabe zur Funktion fehlt,410,0,424980,5809007,100000,,POINT (424980.0823999997 5809007.2103)
wes.66436,2,,,3,Oberflächengewässer,410,0,329213,5811799,100000,,POINT (329212.71439999994 5811799.2215)
wes.66437,2,,,3,Havel,410,0,324635,5813177,100000,,POINT (324634.9852 5813176.994999999)
wes.66438,2,,,0,Angabe zur Funktion fehlt,410,0,319826,5814024,100000,,POINT (319826.2056999998 5814023.7480999995)
wes.66439,2,,,3,,410,0,324788,5815029,100000,,POINT (324788.1944000004 5815029.087099999)
wes.66440,2,,,3,Oberflächengewässer,410,0,330465,5815707,100000,,POINT (330464.99909999967 5815707.0001)
wes.66441,2,,,3,,440,0,320399,5818378,100000,,POINT (320399.31909999996 5818377.782500001)
wes.66442,2,,,3,,410,0,318780,5818450,100000,,POINT (318779.8936999999 5818450.4988)
wes.66443,2,,,3,Oberflächenwasser,410,0,333574,5819473,100000,,POINT (333574 5819473)
wes.66444,2,,,3,,410,0,329605,5820212,100000,,POINT (329604.5780999996 5820212.3247)
wes.66445,2,,,0,Angabe zur Funktion fehlt,440,0,309467,5820589,100000,,POINT (309466.80879999977 5820588.8511)
wes.66446,2,,,0,Angabe zur Funktion fehlt,410,0,316039,5821013,100000,,POINT (316038.6699999999 5821013.3695)
wes.66447,2,,,3,,440,0,324000,5821782,100000,,POINT (324000.18649999984 5821782.1294)
wes.66448,2,,,0,Angabe zur Funktion fehlt,440,0,315362,5822095,100000,,POINT (315362.27469999995 5822095.2907)
wes.66449,2,,,3,,440,0,323620,5822118,100000,,POINT (323619.65720000025 5822118.0242)
wes.66450,2,,,3,,450,0,323464,5822212,100000,,POINT (323463.5751 5822211.605699999)
wes.66451,2,,,3,,440,0,323972,5822543,100000,,POINT (323972.26850000024 5822542.518100001)
wes.66452,2,,,3,,440,0,322449,5822598,100000,,POINT (322448.69099999964 5822598.4526)
wes.66453,2,,,3,,410,0,323053,5822716,100000,,POINT (323052.8169 5822716.1472)
wes.66454,2,,,3,,440,0,321898,5822956,100000,,POINT (321897.87399999984 5822956.3225)
wes.66455,2,,,3,,450,0,321737,5823224,100000,,POINT (321736.8986999998 5823223.5284)
wes.66456,2,,,3,,410,0,322344,5823728,100000,,POINT (322344.02080000006 5823727.877599999)
wes.66457,2,,,3,,450,0,321366,5824172,100000,,POINT (321365.50490000006 5824172.1161)
wes.66458,2,,,3,,450,0,321012,5824215,100000,,POINT (321012.12600000016 5824214.673699999)
wes.66459,2,,,3,,450,0,320972,5824411,100000,,POINT (320971.5628000004 5824411.3456999995)
wes.66460,2,,,3,,450,0,320863,5824485,100000,,POINT (320863.22809999995 5824485.490499999)
wes.66461,2,,,3,,450,0,321209,5824589,100000,,POINT (321208.77799999993 5824589.496200001)
wes.66462,2,,,3,LWE Königsgraben Pkt an Schnittpkt Str/ Gra legen,410,0,309701,5824582,100000,,POINT (309701.05090000015 5824582.4044)
wes.66463,2,,,3,,440,0,320653,5824713,100000,,POINT (320653.44409999996 5824712.6599)
wes.66464,2,,,3,,440,0,325012,5824778,100000,,POINT (325011.5875000004 5824778.430500001)
wes.66465,2,,,3,Königsgraben,410,0,313740,5825312,100000,,POINT (313740.3738000002 5825312.486500001)
wes.66466,2,,,3,,410,0,343292,5825440,100000,,POINT (343292.0784 5825439.6907)
wes.66467,2,,,3,,440,0,320888,5825880,100000,,POINT (320888.29169999994 5825880.4738)
wes.66468,2,,,3,FSB Dorfplatz Schmetzdorf,440,0,308085,5826017,100000,,POINT (308084.7708999999 5826017.2828)
wes.66469,2,,,3,,440,0,326307,5826187,100000,,POINT (326306.8524000002 5826186.648700001)
wes.66470,2,,,3,,440,0,341775,5826368,100000,,POINT (341775.1540999999 5826368.4706)
wes.66471,2,,,3,,440,0,367788,5826734,100000,,POINT (367787.5694000004 5826734.4386)
wes.66472,2,,,3,,410,0,366197,5826758,100000,,POINT (366197.2597000003 5826757.793)
wes.66473,2,,,3,,440,0,329179,5827002,100000,,POINT (329179.1200000001 5827002.1850000005)
wes.66474,2,,,3,,450,0,365709,5827052,100000,,POINT (365708.7062999997 5827052.2247)
wes.66475,2,,,3,,450,0,365199,5827056,100000,,POINT (365199.38239999954 5827056.193499999)
wes.66476,2,,,3,,440,0,324531,5827460,100000,,POINT (324531.06989999954 5827460.4453)
wes.66477,2,,,2,Saugstelle Nordufer Straussee,410,0,424950,5827603,100000,,POINT (424949.51960000023 5827603.321799999)
wes.66478,2,,,3,,440,0,321027,5827979,100000,,POINT (321027.4003999997 5827978.666099999)
wes.66479,2,,,3,,410,0,346379,5828104,100000,,POINT (346378.7270999998 5828104.002900001)
wes.66480,2,,,0,Angabe zur Funktion fehlt,420,0,411522,5828238,100000,,POINT (411522.01300000027 5828237.620999999)
wes.66481,2,,,3,,440,0,320297,5828530,100000,,POINT (320297.31489999965 5828530.400900001)
wes.66482,2,,,3,,410,0,367946,5828679,100000,,POINT (367946.2614000002 5828679.317600001)
wes.66483,2,,,3,Oberflächenwasserentnahmestelle,410,0,331742,5828941,100000,,POINT (331741.90270000044 5828941.104699999)
wes.66484,2,,,3,Gewerbegebiet Grünauer Fenn,440,0,319785,5828949,100000,,POINT (319785.11730000004 5828948.9387)
wes.66485,2,,,3,Rheinstr. RN Süd,440,0,319911,5829184,100000,,POINT (319910.7450000001 5829183.693499999)
wes.66486,2,,,3,,440,0,323461,5829582,100000,,POINT (323460.86560000014 5829582.0614)
wes.66487,2,,,3,Wolzenseeufer Nord Vogelgesang,410,0,321787,5830326,100000,,POINT (321787.1512000002 5830326.177100001)
wes.66488,2,,,3,Saugstelle Havelkanal,410,0,372756,5830357,100000,,POINT (372756.37760000024 5830357.4486)
wes.66489,2,,,3,Havelufer ICE Brücke,410,0,318641,5830392,100000,,POINT (318641.4442999996 5830392.340500001)
wes.66490,2,,,3,offene Gewässer,410,0,378451,5830464,100000,,POINT (378450.8903999999 5830463.5374)
wes.66491,2,,,3,Flachspiegelbrunnen Ackerstraße,440,0,373796,5830870,100000,,POINT (373796.13790000044 5830869.7192)
wes.66492,2,,,3,Saugstelle Havelkanal Alt Brieselang,410,0,365103,5831099,100000,,POINT (365103.19849999994 5831098.757099999)
wes.66493,2,,,0,Angabe zur Funktion fehlt,410,0,410679,5831230,100000,,POINT (410679.3132999996 5831230.114499999)
wes.66494,2,,,3,,440,0,364379,5831356,100000,,POINT (364378.95859999955 5831356.329299999)
wes.66495,2,,,3,,410,0,330680,5831492,100000,,POINT (330680.0845999997 5831491.73)
wes.66496,2,,,3,Flachspiegelbrunnen Dorfkirche,440,0,373243,5831669,100000,,POINT (373243.2410000004 5831669.293199999)
wes.66497,2,,,3,,440,0,363881,5831844,100000,,POINT (363880.9160000002 5831843.864700001)
wes.66498,2,,,3,,410,0,357286,5831976,100000,,POINT (357286.45550000016 5831976.2423)
wes.66499,2,,,3,FSB Hopfensiedlung RN Ost,440,0,321526,5832156,100000,,POINT (321525.6333999997 5832155.7917)
wes.66500,2,,,3,,440,0,363033,5832549,100000,,POINT (363032.5092000002 5832549.452099999)
wes.66501,2,,,3,Flachspiegelbrunnen Mühlenweg,440,0,365029,5832642,100000,,POINT (365029.26609999966 5832641.693600001)
wes.66502,2,,,3,,440,0,360310,5832850,100000,,POINT (360309.59860000014 5832849.9551)
wes.66503,2,,,0,Angabe zur Funktion fehlt,420,0,418387,5833010,100000,,POINT (418386.6462000003 5833009.645099999)
wes.66504,2,,,3,Flachspiegelbrunnen Stolpshof,440,0,360665,5833665,100000,,POINT (360664.9342 5833664.6809)
wes.66505,2,,,3,keine Mängel erkennbar,440,0,325264,5833750,100000,,POINT (325264.4230000004 5833750.093800001)
wes.66506,2,,,3,Pausin Dorf Löschwasserentnahme,440,0,368178,5833799,100000,,POINT (368178.4517000001 5833799.1910999995)
wes.66507,2,,,3,Löschwasserentnahme Kita Pausin,410,0,367809,5834318,100000,,POINT (367809.4595999997 5834317.9541)
wes.66508,2,,,3,,410,0,367895,5834788,100000,,POINT (367895.00320000015 5834788.4439)
wes.66509,2,,,3,Flachspiegelbrunnen Eichstädter Weg,440,0,367948,5834864,100000,,POINT (367947.9587000003 5834863.8038)
